features,labels
"[0.         0.         0.02444987 0.05467156 0.2489568  0.02186863
 0.00977995 0.         0.         0.00691547 0.         0.19070895
 0.20814047 0.07607013 0.         0.00244499 0.         0.0103732
 0.12873228 0.01546345 0.07823957 0.01640147 0.21092174 0.09200364
 0.07823957 0.01546345 0.0924716  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.04864329 0.02319518 0.12224933 0.05146898 0.1659712  0.05146898
 0.02444987 0.         0.01383093 0.05934258 0.         0.04156477
 0.01640147 0.20054853 0.19494159 0.19315394 0.01546345 0.07228632
 0.06826747 0.         0.02933984 0.01640147 0.04495053 0.07239959
 0.0733496  0.00773173 0.07518294 0.07663125 0.00773173 0.04156477
 0.04053467 0.13139387 0.19720616 0.18826398 0.         0.11924627
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.02822298 0.         0.01955989
 0.02733578 0.04840827 0.06466786 0.06601464 0.00773173 0.03224183
 0.1627485  0.00773173 0.09535448 0.07239959 0.23512586 0.20587591
 0.14180923 0.00773173 0.13050667 0.09705156 0.03092691 0.0733496
 0.07239959 0.311196   0.12386857 0.15158918 0.00773173 0.12326512
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.07864067 0.         0.06845962 0.03186492 0.05532373 0.02960035
 0.13447427 0.00773173 0.14569486 0.06915467 0.         0.01222493
 0.01640147 0.03803507 0.01640147 0.05134472 0.00773173 0.11835908]",5
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.06123382 0.00587034 0.02970181
 0.01660382 0.00787588 0.         0.04269635 0.00587034 0.06428514
 0.06275948 0.00587034 0.01113818 0.         0.01312647 0.12482364
 0.32857631 0.02935168 0.15627974 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.03870581 0.         0.05383453 0.10964419 0.14176588 0.01417224
 0.02042    0.00587034 0.01837706 0.00787588 0.00587034 0.0705418
 0.11308295 0.31503529 0.06226432 0.03341454 0.         0.01990272
 0.0109272  0.00587034 0.02042    0.01245286 0.00525059 0.
 0.00556909 0.         0.00677625 0.         0.         0.01299454
 0.02905668 0.18377059 0.02004258 0.05383453 0.00587034 0.00415095
 0.11061925 0.00587034 0.09653089 0.10234948 0.23365117 0.00587034
 0.02598908 0.01761101 0.06056021 0.18278027 0.02348134 0.15964724
 0.18222481 0.23102588 0.0456605  0.05754726 0.         0.1415183
 0.02753102 0.01174067 0.26174723 0.09232819 0.05250588 0.
 0.00742545 0.         0.00262529 0.05250588 0.         0.00185636
 0.         0.21527414 0.02247415 0.03712727 0.00587034 0.07741161
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.18576244 0.03522202 0.43995811
 0.06985403 0.01312647 0.         0.00928182 0.00587034 0.04353037
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",5
"[0.05217044 0.00553716 0.10155814 0.05873041 0.03714437 0.0195768
 0.03326905 0.         0.04290065 0.01422237 0.         0.01751002
 0.00391536 0.06933616 0.12003263 0.11906816 0.         0.01773589
 0.00247629 0.         0.01575902 0.02673575 0.03466808 0.0195768
 0.05077907 0.         0.00247629 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.07198077 0.         0.06478709 0.10828656 0.16591152 0.01728324
 0.02626504 0.         0.06023469 0.22002598 0.0498344  0.35370249
 0.11382371 0.08419391 0.01566144 0.03502005 0.00553716 0.10336886
 0.16209927 0.02768578 0.19085927 0.06751116 0.10648053 0.05968043
 0.19611226 0.03322294 0.21012082 0.06438358 0.         0.
 0.         0.         0.         0.05603208 0.00553716 0.09282832
 0.11775956 0.00553716 0.13482719 0.11544551 0.17581669 0.05184971
 0.08579912 0.01107431 0.10393903 0.10768607 0.         0.03326905
 0.03227291 0.01485775 0.         0.00875501 0.00553716 0.08954834
 0.22096009 0.00553716 0.10681115 0.01336788 0.06438358 0.02282039
 0.1488352  0.         0.28320401 0.19187998 0.01107431 0.03326905
 0.         0.         0.         0.001751   0.         0.1733404
 0.01485775 0.         0.09630514 0.22048846 0.01981033 0.
 0.001751   0.         0.01733404 0.01485775 0.         0.01400802
 0.02740752 0.06438358 0.13407228 0.0752931  0.         0.01485775
 0.02021218 0.00553716 0.20661829 0.06426756 0.01485775 0.01890503
 0.06653809 0.         0.01238146 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.01637007 0.         0.12079516 0.11798085 0.24848022 0.02455511
 0.0183023  0.         0.         0.00517667 0.         0.08419056
 0.17188574 0.30024693 0.         0.00366046 0.         0.
 0.         0.         0.01098138 0.02455511 0.02070668 0.
 0.         0.         0.         0.14733065 0.02315078 0.30381812
 0.1936322  0.15012346 0.         0.00732092 0.         0.01035334
 0.10857377 0.03472617 0.04026505 0.         0.00517667 0.
 0.00366046 0.         0.01035334 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.1422903  0.         0.10249286 0.12815191 0.13977013 0.03952085
 0.07686965 0.02315078 0.10521354 0.         0.         0.00366046
 0.         0.36236698 0.0968161  0.12079516 0.02315078 0.03274014
 0.01035334 0.         0.00366046 0.         0.01035334 0.02455511
 0.03294413 0.         0.06163186 0.229181   0.02315078 0.28551582
 0.07705567 0.11388677 0.         0.         0.         0.00517667
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.11906344 0.         0.16106021 0.19024185 0.07765007 0.03952085
 0.10615332 0.01157539 0.25002402 0.10640546 0.         0.13909745
 0.         0.02588336 0.         0.         0.         0.        ]",1
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.1164096  0.02940708 0.28207986 0.08604683 0.04822124 0.
 0.00619956 0.         0.03506999 0.017535   0.00980236 0.10849225
 0.21249234 0.07890749 0.         0.00619956 0.         0.0263025
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.10296039 0.01960472 0.13019071
 0.18476709 0.16658247 0.         0.12709093 0.01960472 0.08909776
 0.0087675  0.         0.18598672 0.06525289 0.         0.
 0.         0.         0.0087675  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.24353834 0.02940708 0.33167633
 0.09990947 0.05698874 0.11258288 0.18908651 0.01960472 0.21397689
 0.08726157 0.         0.22318407 0.18021422 0.12274498 0.04445894
 0.1177916  0.00980236 0.03506999 0.04383749 0.00980236 0.39057215
 0.16516235 0.18411747 0.06406366 0.0867938  0.         0.06830381
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.13803038 0.         0.07129491
 0.06525289 0.08329124 0.02366499 0.01859867 0.01960472 0.09277012
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",3
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.06727479 0.         0.03622459 0.04485631 0.18382279 0.16989575
 0.13424405 0.02695346 0.09509003 0.00301349 0.         0.05114059
 0.08576538 0.40079394 0.087739   0.03409373 0.         0.00301349
 0.         0.         0.00852343 0.01905897 0.19286325 0.06670641
 0.03196287 0.         0.         0.00301349 0.         0.02983201
 0.07065365 0.14163395 0.0869215  0.07671089 0.         0.02032121
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.02585916 0.         0.03409373
 0.05159468 0.04821582 0.01429423 0.03835544 0.02021509 0.08527636
 0.136096   0.         0.04474802 0.01626785 0.14464744 0.21393456
 0.32389042 0.02695346 0.29663021 0.27537707 0.04043019 0.26635726
 0.03532683 0.06026977 0.00476474 0.01278515 0.         0.03791311
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.12929581 0.00673836 0.0809726  0.07739202 0.18382279 0.11945721
 0.12572063 0.02695346 0.15564399 0.21428799 0.04043019 0.1214589
 0.00952949 0.02410791 0.01347673 0.01278515 0.01347673 0.07407497]",2
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.15702913 0.00734402 0.04644766
 0.03635104 0.06568691 0.         0.00464477 0.         0.11166775
 0.03994512 0.         0.15327729 0.25482638 0.42696494 0.07181111
 0.07896102 0.         0.02543206 0.05361548 0.         0.32513364
 0.22581934 0.12480514 0.01557902 0.01857906 0.         0.02627477
 0.10341365 0.00734402 0.05109243 0.05927409 0.10509906 0.02507405
 0.01625668 0.01468804 0.0831746  0.0361278  0.         0.06734911
 0.09777614 0.32186588 0.1228502  0.06734911 0.         0.0596512
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.09302763 0.         0.09521771 0.0830881  0.09196168 0.04065307
 0.06967149 0.00734402 0.07278858 0.02299042 0.00734402 0.09521771
 0.17173827 0.19049205 0.00519301 0.00928953 0.         0.04132081
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00656869 0.         0.10218486
 0.22707937 0.06568691 0.         0.00232238 0.         0.00656869
 0.09822064 0.00734402 0.04877005 0.03026706 0.01313738 0.01038601
 0.01857906 0.00734402 0.07989025 0.00328435 0.         0.07431626
 0.14755519 0.15764859 0.         0.00464477 0.         0.00328435
 0.         0.         0.05341481 0.11335517 0.19706075 0.
 0.00232238 0.         0.         0.         0.         0.00696715
 0.01557902 0.01970607 0.         0.         0.         0.        ]",3
"[0.         0.         0.00526681 0.01177694 0.06455272 0.
 0.         0.         0.         0.         0.         0.02808964
 0.07228769 0.15393341 0.00785129 0.0035112  0.         0.0024828
 0.06223868 0.0055517  0.15624862 0.14390185 0.11420866 0.01177694
 0.01580042 0.         0.03620201 0.01241398 0.0055517  0.05091247
 0.03073164 0.00993119 0.01962823 0.04037886 0.0055517  0.0498247
 0.07112993 0.0055517  0.12113658 0.08406463 0.17876138 0.01962823
 0.02984524 0.0055517  0.0444562  0.10588908 0.0055517  0.11235856
 0.07946545 0.21848613 0.03695687 0.08251332 0.0055517  0.11743188
 0.16836191 0.0055517  0.19136068 0.24394807 0.23338291 0.06606246
 0.0719797  0.0055517  0.10900892 0.09803779 0.0055517  0.0719797
 0.05983722 0.12910544 0.05983722 0.08251332 0.02220681 0.16275926
 0.01241398 0.         0.01053361 0.         0.08689789 0.21321642
 0.1422038  0.01665511 0.045262   0.19711551 0.         0.09655814
 0.05428552 0.19117536 0.03235769 0.04389006 0.0055517  0.15289346
 0.10115763 0.01665511 0.12113658 0.08569069 0.15393341 0.03465729
 0.10006934 0.02220681 0.0905894  0.06824423 0.01110341 0.06320169
 0.07391375 0.12165705 0.03073164 0.0667129  0.01110341 0.11766602
 0.0024828  0.         0.         0.         0.00993119 0.04088252
 0.01228922 0.         0.0024828  0.         0.         0.00526681
 0.00785129 0.13903663 0.07851293 0.03511205 0.         0.
 0.06391568 0.         0.03862326 0.02910558 0.14896782 0.22431983
 0.17380464 0.01110341 0.06535853 0.00889124 0.0055517  0.00526681
 0.         0.00744839 0.01177694 0.02633404 0.         0.03412211]",4
"[0.00470238 0.         0.04987628 0.11460649 0.10345239 0.
 0.00332509 0.         0.00470238 0.00470238 0.         0.07980206
 0.25332239 0.21630954 0.         0.         0.         0.00940476
 0.01410714 0.         0.02660069 0.03717559 0.07994048 0.15358615
 0.33250857 0.         0.03171012 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.10497857 0.         0.08312714 0.00743512 0.16928573 0.05077016
 0.08977731 0.02102969 0.08616905 0.16884227 0.         0.01995051
 0.         0.19750002 0.05204582 0.03325086 0.         0.15594168
 0.00470238 0.         0.         0.         0.         0.04025532
 0.05985154 0.         0.01487024 0.         0.         0.0465512
 0.09538087 0.19750002 0.15486181 0.05652646 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.29701312 0.         0.01330034
 0.         0.00470238 0.         0.0698268  0.04205938 0.40853987
 0.00470238 0.         0.116378   0.09230113 0.13166668 0.
 0.00332509 0.         0.00470238 0.00470238 0.         0.22610583
 0.12204161 0.21630954 0.02974047 0.01995051 0.         0.00470238
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.07129881 0.         0.01995051
 0.04025532 0.06583334 0.01051484 0.0465512  0.01051484 0.07676429
 0.00940476 0.         0.15295394 0.08486603 0.04702381 0.
 0.         0.         0.00940476 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",1
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.03078234 0.00826848 0.13596554
 0.13104908 0.05176885 0.         0.         0.         0.01109333
 0.00369778 0.         0.01568833 0.02923348 0.06286218 0.04919535
 0.19348943 0.         0.05631804 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.44673335 0.         0.04967972
 0.02923348 0.15900433 0.05161713 0.09935943 0.01653695 0.45378017
 0.0295822  0.         0.01045889 0.         0.02218665 0.01169339
 0.24578386 0.         0.08530018 0.00739555 0.         0.01568833
 0.03508017 0.17749321 0.08669731 0.15165387 0.         0.00739555
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.25109998 0.00826848 0.04183555
 0.03508017 0.0295822  0.01754009 0.1072036  0.02480543 0.28308245
 0.06251346 0.00826848 0.0836711  0.07258213 0.12942213 0.08085061
 0.07059749 0.01653695 0.06346224 0.02493564 0.00826848 0.23009553
 0.13004596 0.12572436 0.01411517 0.01830305 0.         0.02648449
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.01307361
 0.02923348 0.02218665 0.         0.0235325  0.         0.01169339
 0.03448011 0.         0.04445027 0.03508017 0.05176885 0.13347088
 0.09412999 0.         0.01694002 0.00369778 0.         0.00261472
 0.         0.00739555 0.0058467  0.01307361 0.00826848 0.00954447]",0
