features,labels
"[0.         0.         0.00125987 0.00281716 0.02850767 0.
 0.         0.         0.         0.03546655 0.00398407 0.00881911
 0.00281716 0.02494421 0.02535445 0.27087261 0.0119522  0.1076773
 0.00712692 0.         0.04913503 0.05139245 0.08552299 0.03050542
 0.01007898 0.         0.00534519 0.02581161 0.00398407 0.20409937
 0.01243555 0.00356346 0.         0.00125987 0.         0.0124721
 0.03236026 0.         0.02015796 0.02088703 0.04097977 0.02322084
 0.06425351 0.00796813 0.05208038 0.01603556 0.00398407 0.02393758
 0.0389569  0.07839607 0.07557999 0.06299363 0.         0.04719236
 0.         0.         0.03527643 0.01243555 0.         0.
 0.         0.         0.         0.03708025 0.00398407 0.2481949
 0.10326825 0.05345187 0.00680123 0.01259873 0.         0.0163247
 0.09070015 0.00398407 0.05669427 0.02370419 0.04097977 0.05984394
 0.06173376 0.0119522  0.07064397 0.03575569 0.00398407 0.0970102
 0.09928419 0.0427615  0.00563432 0.01007898 0.         0.03948717
 0.04702433 0.0119522  0.20535923 0.12250503 0.10334028 0.04575813
 0.03149682 0.         0.02063445 0.07834916 0.00398407 0.17890191
 0.04507457 0.07305089 0.02768826 0.02897707 0.         0.07362916
 0.02419791 0.         0.01007898 0.00281716 0.00178173 0.00845148
 0.01133885 0.         0.02776137 0.04259347 0.         0.04031592
 0.05420961 0.05701533 0.07908072 0.06677325 0.         0.04793866
 0.24342476 0.0119522  0.12220765 0.06712851 0.17995463 0.07626355
 0.10960892 0.00796813 0.25796772 0.36063589 0.02788847 0.18898089
 0.08471504 0.16926425 0.10560206 0.18016178 0.0119522  0.32061738]",4
"[0.17467923 0.         0.17222534 0.04333618 0.11964519 0.03657991
 0.01208599 0.         0.05127651 0.13881762 0.01910963 0.06345144
 0.03937845 0.19655995 0.12441146 0.07855893 0.         0.12530507
 0.13385115 0.         0.17826834 0.22343718 0.10255302 0.03378137
 0.05740845 0.         0.1185488  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.31897882 0.01910963 0.07251594 0.         0.         0.
 0.02719347 0.         0.31897882 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.25239995 0.00955481 0.16920384 0.12605081 0.13673736 0.04053764
 0.08158042 0.00955481 0.22179523 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.13910807 0.04777406 0.07553743 0.04333618 0.10255302 0.00955481
 0.09970941 0.01910963 0.17288942 0.01709217 0.         0.00604299
 0.         0.13673736 0.21108381 0.2235908  0.         0.01709217
 0.15660321 0.01910963 0.08762342 0.09342863 0.11964519 0.12605081
 0.11179539 0.00955481 0.13136792 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",5
"[0.00957493 0.         0.0018906  0.         0.         0.
 0.         0.         0.         0.0298447  0.         0.02835898
 0.03557114 0.16577004 0.04227507 0.02835898 0.         0.04097342
 0.0445149  0.0119572  0.29304279 0.34580578 0.0534742  0.00845501
 0.01134359 0.         0.01871597 0.02138968 0.0059786  0.10020172
 0.17187713 0.14438035 0.01268252 0.01323419 0.         0.0267371
 0.07529777 0.0059786  0.07184275 0.11094095 0.20587568 0.07361871
 0.06617095 0.0059786  0.11446525 0.15052513 0.0059786  0.21930944
 0.12187237 0.15240148 0.07289338 0.07373334 0.0059786  0.1173911
 0.02717099 0.         0.09263933 0.05000476 0.05614791 0.00845501
 0.01890599 0.         0.01759606 0.11128724 0.02391439 0.21741884
 0.08805232 0.05614791 0.         0.0056718  0.         0.02941081
 0.03519212 0.0119572  0.1285607  0.14578677 0.18715971 0.03979865
 0.05482736 0.0119572  0.07435959 0.13386725 0.0059786  0.04726496
 0.02288863 0.06684275 0.02711613 0.05671796 0.0059786  0.09867513
 0.02648495 0.0059786  0.16070087 0.07887198 0.1042747  0.03134364
 0.05104616 0.0059786  0.05054835 0.01336855 0.         0.29682397
 0.08630122 0.01604226 0.         0.0018906  0.         0.01336855
 0.07280579 0.0059786  0.1361231  0.05495759 0.12031696 0.02041221
 0.02457778 0.0119572  0.04097342 0.00267371 0.         0.05671796
 0.1285763  0.11229583 0.         0.0018906  0.         0.00267371
 0.         0.         0.02835898 0.07361871 0.17111745 0.00845501
 0.0037812  0.         0.00267371 0.00267371 0.         0.01134359
 0.02959255 0.         0.         0.         0.         0.        ]",4
"[0.03352109 0.         0.17273973 0.03747306 0.01610709 0.04420408
 0.04555773 0.         0.00805355 0.11667036 0.00600276 0.19551861
 0.10538652 0.24160637 0.04420408 0.0683366  0.         0.04070337
 0.13509703 0.01200552 0.04176126 0.01273377 0.0348987  0.06469878
 0.13287672 0.04201931 0.23921611 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.09707818 0.         0.03796478 0.02122296 0.14764834 0.07567438
 0.07403131 0.00600276 0.15875134 0.03352109 0.00600276 0.07023484
 0.08167714 0.20670767 0.08167714 0.09111547 0.00600276 0.03733005
 0.18142258 0.         0.01328767 0.00424459 0.15301737 0.02546755
 0.12148729 0.01800828 0.31906275 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.08452688 0.01200552 0.05504893 0.02722572 0.19865412 0.21501764
 0.17843446 0.         0.11735918 0.01654273 0.         0.05694716
 0.00848918 0.01073806 0.00424459 0.01138943 0.         0.01697836
 0.21088156 0.03001379 0.3227006  0.1233948  0.01073806 0.00848918
 0.03606654 0.01200552 0.19727652 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.01922724 0.         0.01138943 0.00848918 0.08053546 0.04596225
 0.06264188 0.00600276 0.03464553 0.05343714 0.00600276 0.11958904
 0.06645695 0.09395803 0.09192449 0.07023484 0.00600276 0.0760377
 0.         0.         0.         0.00424459 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01536685 0.         0.22166641
 0.10406072 0.02766032 0.01943769 0.065196   0.         0.03480454
 0.         0.         0.         0.         0.00614674 0.
 0.1542972  0.         0.02429712 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.21941558 0.         0.0239052  0.         0.         0.
 0.         0.         0.12293476 0.27673118 0.02748905 0.21949321
 0.14612805 0.05224727 0.00971885 0.0304248  0.00687226 0.27324
 0.00307337 0.         0.         0.         0.02766032 0.05747933
 0.29772841 0.         0.01765164 0.         0.         0.0043464
 0.00971885 0.2704565  0.01943769 0.0086928  0.         0.
 0.14108514 0.         0.0152124  0.         0.         0.
 0.0152124  0.00687226 0.11263625 0.160233   0.03436131 0.25643762
 0.14126862 0.07683423 0.03116938 0.0782352  0.01374452 0.16052284
 0.04173985 0.         0.0043464  0.         0.01844021 0.01943769
 0.0412908  0.         0.02201232 0.         0.         0.0130392
 0.01457827 0.07376086 0.11093299 0.0630228  0.00687226 0.01844021
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00307337 0.         0.010866
 0.02630996 0.05532064 0.02630996 0.0130392  0.         0.00307337
 0.15387736 0.00687226 0.0934476  0.11009924 0.05839401 0.02915654
 0.05433    0.00687226 0.14901793 0.10420471 0.01374452 0.0304248
 0.00485942 0.22742931 0.24935503 0.1542972  0.         0.11213751]",0
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.15756338 0.02645204 0.12380009
 0.01122265 0.06388046 0.01651306 0.01840272 0.         0.04159597
 0.04632785 0.         0.00501892 0.         0.04022103 0.12152367
 0.10037845 0.01058082 0.08236176 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.32708108 0.03703286 0.16562444
 0.06669408 0.07571017 0.0314766  0.04851625 0.00529041 0.18157052
 0.02602537 0.         0.01840272 0.00374088 0.12302902 0.10565244
 0.16395146 0.01058082 0.08076369 0.06129139 0.         0.03847841
 0.0224453  0.19164137 0.06450272 0.02844056 0.00529041 0.0701481
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.28896666 0.00529041 0.06524599
 0.01870442 0.08990583 0.02928524 0.1422028  0.03174245 0.32493825
 0.24929038 0.01587123 0.20912178 0.04114972 0.05205074 0.01870442
 0.06022707 0.01058082 0.2446208  0.12143096 0.01587123 0.19908394
 0.05173054 0.1324928  0.0143217  0.05688112 0.02645204 0.16120575
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.03548914 0.         0.02174867
 0.04269925 0.0165616  0.00529041 0.07193789 0.02645204 0.12152947
 0.06778216 0.01058082 0.2660029  0.12061598 0.05205074 0.
 0.00501892 0.         0.03075726 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.06078255 0.0911589  0.0687676  0.
 0.         0.         0.00429798 0.         0.         0.00607825
 0.01359139 0.29226231 0.09513973 0.04254778 0.         0.
 0.0755633  0.         0.00303913 0.         0.         0.
 0.         0.         0.         0.07306558 0.         0.04558691
 0.02038709 0.38681776 0.16872642 0.31303013 0.03844226 0.18400229
 0.12702581 0.01922113 0.20362153 0.09397378 0.03868178 0.
 0.00303913 0.         0.04297975 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.08125621 0.         0.14891723
 0.22309198 0.20630281 0.18231781 0.09725207 0.         0.04797519
 0.03868178 0.         0.04558691 0.06116126 0.11174735 0.07756752
 0.03950865 0.         0.0583714  0.00429798 0.         0.10333033
 0.22590685 0.171919   0.         0.00607825 0.         0.00429798
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.12464128 0.00961056 0.03646953
 0.06397613 0.25787851 0.02999765 0.04254778 0.01922113 0.12464128
 0.         0.         0.0334304  0.07475265 0.30085826 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",2
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.010416   0.         0.1080233
 0.12986938 0.         0.         0.         0.         0.010416
 0.08041944 0.00776363 0.00736522 0.01874306 0.013888   0.01097943
 0.01718552 0.         0.09430744 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.03382915 0.         0.24305241 0.18021869 0.003472   0.
 0.         0.         0.013888   0.06564058 0.00776363 0.33389019
 0.18931435 0.12846401 0.04846554 0.02455075 0.00776363 0.027776
 0.12086515 0.00776363 0.14975957 0.15277011 0.26734402 0.038428
 0.0687421  0.00776363 0.08590915 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.003472   0.         0.04173627 0.02972249 0.013888   0.
 0.         0.         0.006944   0.07202115 0.         0.0294609
 0.04070192 0.048608   0.         0.01718553 0.         0.027776
 0.14146115 0.01552726 0.11293344 0.11661604 0.43747204 0.15277011
 0.13257405 0.02329089 0.21460916 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.003472   0.         0.09329285 0.20578348 0.12499201 0.01097943
 0.00491015 0.         0.003472   0.006944   0.         0.00245507
 0.         0.13193601 0.18021869 0.08347255 0.         0.006944
 0.06854915 0.00776363 0.06628702 0.02423277 0.21526402 0.08689354
 0.10311315 0.01552726 0.08098286 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",5
"[0.05171757 0.00742205 0.01642941 0.0231666  0.01991545 0.
 0.00704117 0.         0.06028499 0.08930651 0.         0.03755293
 0.02624091 0.21575072 0.13555229 0.1525588  0.0148441  0.08930651
 0.         0.         0.         0.         0.21243148 0.09446728
 0.04224705 0.         0.         0.04315014 0.         0.02112353
 0.06949979 0.06638484 0.0231666  0.05867646 0.0148441  0.13900772
 0.04561772 0.         0.04928823 0.06732593 0.04646939 0.05682956
 0.04694117 0.0148441  0.03758894 0.02323469 0.00742205 0.12204704
 0.09574071 0.07966181 0.09881501 0.04694117 0.         0.04175984
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.19027407 0.00742205 0.11031175
 0.12505592 0.23898542 0.01791841 0.03051176 0.0148441  0.19220301
 0.08544863 0.00742205 0.04694117 0.03891115 0.05310787 0.00742205
 0.00938823 0.00742205 0.05974635 0.         0.         0.05163528
 0.11546    0.17260058 0.01049636 0.00469412 0.         0.
 0.29515029 0.05195435 0.20184703 0.         0.08630029 0.00524818
 0.04694117 0.0148441  0.16147817 0.08621288 0.02226615 0.07745293
 0.03366296 0.00331924 0.         0.00234706 0.         0.02323469
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.20162209 0.         0.00704117
 0.         0.         0.         0.         0.         0.
 0.29052816 0.0148441  0.27460584 0.03583683 0.00663848 0.
 0.00938823 0.         0.35291692 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",5
"[0.01609134 0.         0.02275659 0.05556914 0.06436535 0.05888113
 0.07079827 0.00399792 0.03097503 0.01251548 0.         0.01137829
 0.01978872 0.05363779 0.06619104 0.05436296 0.00799585 0.03513116
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.16398338 0.00799585 0.11504718 0.02944056 0.17879263 0.09797353
 0.13906803 0.01199377 0.18676768 0.16028601 0.00399792 0.08976209
 0.0548832  0.23958213 0.08569563 0.10999017 0.0159917  0.16236407
 0.04320037 0.00399792 0.0391919  0.02095968 0.28964406 0.22538763
 0.14412505 0.         0.05139111 0.03218267 0.         0.00252851
 0.         0.01072756 0.04357536 0.06574125 0.00799585 0.07429693
 0.01072756 0.         0.00379276 0.00399792 0.05006194 0.03909241
 0.10114039 0.0159917  0.05030499 0.10065707 0.00799585 0.0670055
 0.0798408  0.1627013  0.0798408  0.06194848 0.00399792 0.06195006
 0.05733517 0.00799585 0.04298466 0.05722513 0.30037162 0.13423898
 0.09608337 0.00399792 0.04170259 0.11899508 0.00799585 0.05562721
 0.02495761 0.02145512 0.         0.01264255 0.         0.11991259
 0.20331776 0.00799585 0.07332678 0.02095968 0.08939632 0.07418689
 0.13274675 0.01199377 0.21104975 0.06760398 0.00399792 0.05436296
 0.07818482 0.21097532 0.07135993 0.07332678 0.00799585 0.08934924
 0.11409006 0.01199377 0.08596933 0.05205624 0.19130812 0.03226752
 0.04298466 0.00399792 0.12764457 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",4
